TailNumber,Origin_Airport_Name,Origin,Dest_Airport_Name,Destination,Departure,Arrival,Duration,Diverted,FWServiceName,ManufactureName,Model,State,NoFlightRecords
N8287E,Mc Allen Miller Intl ,MFE,William P Hobby ,HOU,2/28/2020 2:05:00 AM,2/28/2020 3:25:00 AM,80,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,San Antonio Intl ,SAT,Mc Allen Miller Intl ,MFE,2/27/2020 11:57:00 PM,2/28/2020 12:55:00 AM,58,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,William P Hobby ,HOU,San Antonio Intl ,SAT,2/26/2020 4:51:00 AM,2/26/2020 5:54:00 AM,63,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,Brownsville Intl ,BRO,William P Hobby ,HOU,2/26/2020 1:29:00 AM,2/26/2020 2:46:00 AM,77,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,San Antonio Intl ,SAT,Brownsville Intl ,BRO,2/25/2020 10:04:00 PM,2/25/2020 11:14:00 PM,70,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,San Marcos Rgnl ,HYI,San Antonio Intl ,SAT,2/24/2020 9:44:00 AM,2/24/2020 10:49:00 AM,65,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,San Antonio Intl ,SAT,San Marcos Rgnl ,HYI,2/24/2020 9:01:00 AM,2/24/2020 9:41:00 AM,40,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,Laredo Intl ,LRD,San Antonio Intl ,SAT,2/23/2020 11:26:00 PM,2/24/2020 12:07:00 AM,41,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,San Antonio Intl ,SAT,Laredo Intl ,LRD,2/23/2020 8:52:00 PM,2/23/2020 9:33:00 PM,41,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,William P Hobby ,HOU,San Antonio Intl ,SAT,2/22/2020 4:00:00 AM,2/22/2020 4:52:00 AM,52,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,Brownsville Intl ,BRO,William P Hobby ,HOU,2/21/2020 11:30:00 PM,2/22/2020 12:47:00 AM,77,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,San Antonio Intl ,SAT,Brownsville Intl ,BRO,2/21/2020 6:56:00 PM,2/21/2020 7:56:00 PM,60,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,San Antonio Intl ,SAT,San Antonio Intl ,SAT,2/19/2020 4:54:00 PM,2/19/2020 6:11:00 PM,77,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,San Antonio Intl ,SAT,Abilene Rgnl ,ABI,2/19/2020 4:54:00 PM,2/19/2020 4:54:00 PM,0,True,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,Dimmit County ,CZT,San Antonio Intl ,SAT,2/18/2020 7:29:00 AM,2/18/2020 7:58:00 AM,29,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,San Antonio Intl ,SAT,Dimmit County ,CZT,2/18/2020 5:39:00 AM,2/18/2020 6:08:00 AM,29,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,Dallas Love Field ,DAL,San Antonio Intl ,SAT,2/7/2020 12:15:00 AM,2/7/2020 1:18:00 AM,63,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,Odessa-Schlemeyer Field ,ODO,Dallas Love Field ,DAL,2/6/2020 8:38:00 PM,2/6/2020 9:56:00 PM,78,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,San Antonio Intl ,SAT,Odessa-Schlemeyer Field ,ODO,2/6/2020 5:43:00 PM,2/6/2020 7:08:00 PM,85,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,Mc Allen Miller Intl ,MFE,San Antonio Intl ,SAT,2/5/2020 7:48:00 AM,2/5/2020 8:43:00 AM,55,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,San Antonio Intl ,SAT,Mc Allen Miller Intl ,MFE,2/5/2020 4:49:00 AM,2/5/2020 5:52:00 AM,63,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,San Antonio Intl ,SAT,South Texas Intl At Edinburg ,EBG,2/5/2020 4:49:00 AM,2/5/2020 4:49:00 AM,0,True,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,Del Rio Intl ,DRT,San Antonio Intl ,SAT,2/4/2020 10:08:00 AM,2/4/2020 10:46:00 AM,38,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,San Antonio Intl ,SAT,Del Rio Intl ,DRT,2/4/2020 7:57:00 AM,2/4/2020 8:52:00 AM,55,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,William P Hobby ,HOU,San Antonio Intl ,SAT,2/1/2020 9:23:00 AM,2/1/2020 10:20:00 AM,57,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,San Antonio Intl ,SAT,William P Hobby ,HOU,2/1/2020 6:08:00 AM,2/1/2020 6:58:00 AM,50,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,Mc Allen Miller Intl ,MFE,San Antonio Intl ,SAT,1/26/2020 9:45:00 PM,1/26/2020 10:48:00 PM,63,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,San Antonio Intl ,SAT,Mc Allen Miller Intl ,MFE,1/26/2020 7:48:00 PM,1/26/2020 8:42:00 PM,54,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,Del Rio Intl ,DRT,San Antonio Intl ,SAT,1/25/2020 11:01:00 PM,1/25/2020 11:48:00 PM,47,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,San Antonio Intl ,SAT,Del Rio Intl ,DRT,1/25/2020 8:14:00 PM,1/25/2020 8:57:00 PM,43,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,Mc Allen Miller Intl ,MFE,San Antonio Intl ,SAT,1/19/2020 12:41:00 PM,1/19/2020 1:42:00 PM,61,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,San Antonio Intl ,SAT,Mc Allen Miller Intl ,MFE,1/19/2020 9:47:00 AM,1/19/2020 10:50:00 AM,63,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,Draughon-Miller Rgnl ,TPL,San Antonio Intl ,SAT,1/19/2020 6:02:00 AM,1/19/2020 6:39:00 AM,37,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,San Angelo Rgnl ,SJT,Draughon-Miller Rgnl ,TPL,1/19/2020 4:03:00 AM,1/19/2020 4:50:00 AM,47,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,San Antonio Intl ,SAT,San Angelo Rgnl ,SJT,1/19/2020 2:12:00 AM,1/19/2020 2:59:00 AM,47,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,Brownsville Intl ,BRO,San Antonio Intl ,SAT,1/15/2020 11:19:00 PM,1/16/2020 12:28:00 AM,69,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,San Antonio Intl ,SAT,Brownsville Intl ,BRO,1/15/2020 8:36:00 PM,1/15/2020 9:44:00 PM,68,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,Addison ,ADS,San Antonio Intl ,SAT,1/11/2020 8:42:00 PM,1/11/2020 9:56:00 PM,74,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,San Antonio Intl ,SAT,Addison ,ADS,1/11/2020 5:54:00 PM,1/11/2020 6:58:00 PM,64,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,Lubbock Smith Intl ,LBB,San Antonio Intl ,SAT,1/11/2020 2:00:00 PM,1/11/2020 3:20:00 PM,80,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,Fort Worth Meacham Intl ,FTW,Lubbock Smith Intl ,LBB,1/11/2020 11:03:00 AM,1/11/2020 12:17:00 PM,74,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,San Antonio Intl ,SAT,Fort Worth Meacham Intl ,FTW,1/11/2020 8:14:00 AM,1/11/2020 9:17:00 AM,63,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,William P Hobby ,HOU,San Antonio Intl ,SAT,1/10/2020 2:08:00 AM,1/10/2020 3:11:00 AM,63,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,Brownsville Intl ,BRO,William P Hobby ,HOU,1/9/2020 10:52:00 PM,1/10/2020 12:08:00 AM,76,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,San Antonio Intl ,SAT,Brownsville Intl ,BRO,1/9/2020 7:54:00 PM,1/9/2020 9:05:00 PM,71,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,William P Hobby ,HOU,San Antonio Intl ,SAT,1/9/2020 5:32:00 PM,1/9/2020 6:38:00 PM,66,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,El Paso Intl ,ELP,William P Hobby ,HOU,1/9/2020 12:21:00 PM,1/9/2020 2:45:00 PM,144,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,San Antonio Intl ,SAT,El Paso Intl ,ELP,1/9/2020 8:20:00 AM,1/9/2020 10:34:00 AM,134,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,Laredo Intl ,LRD,San Antonio Intl ,SAT,1/1/2020 10:33:00 PM,1/1/2020 11:14:00 PM,41,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,San Antonio Intl ,SAT,Laredo Intl ,LRD,1/1/2020 8:06:00 PM,1/1/2020 8:44:00 PM,38,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,Lubbock Smith Intl ,LBB,San Antonio Intl ,SAT,12/30/2019 3:43:00 AM,12/30/2019 5:03:00 AM,80,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,Clovis Muni ,CVN,Lubbock Smith Intl ,LBB,12/30/2019 1:30:00 AM,12/30/2019 1:55:00 AM,25,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,San Antonio Intl ,SAT,Clovis Muni ,CVN,12/29/2019 9:35:00 PM,12/29/2019 11:43:00 PM,128,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,Del Rio Intl ,DRT,San Antonio Intl ,SAT,12/28/2019 12:54:00 PM,12/28/2019 1:41:00 PM,47,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,San Antonio Intl ,SAT,Del Rio Intl ,DRT,12/28/2019 10:43:00 AM,12/28/2019 11:35:00 AM,52,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,Mc Allen Miller Intl ,MFE,San Antonio Intl ,SAT,12/28/2019 1:21:00 AM,12/28/2019 2:23:00 AM,62,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,San Antonio Intl ,SAT,Mc Allen Miller Intl ,MFE,12/27/2019 10:48:00 PM,12/27/2019 11:52:00 PM,64,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,Del Rio Intl ,DRT,San Antonio Intl ,SAT,12/26/2019 5:24:00 AM,12/26/2019 6:07:00 AM,43,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N8287E,San Antonio Intl ,SAT,Del Rio Intl ,DRT,12/26/2019 3:02:00 AM,12/26/2019 3:48:00 AM,46,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N864AM,,,,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,0,False,AIRMED INTERNATIONAL LLC,RAYTHEON AIRCRAFT COMPANY,HAWKER 800XP,Alabama,True
N10UH,Dothan Rgnl ,DHN,Birmingham-Shuttlesworth Intl ,BHM,3/23/2020 1:09:00 AM,3/23/2020 1:44:00 AM,35,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Birmingham-Shuttlesworth Intl ,BHM,Dothan Rgnl ,DHN,3/22/2020 10:57:00 PM,3/22/2020 11:28:00 PM,31,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Weedon Field ,EUF,Birmingham-Shuttlesworth Intl ,BHM,3/22/2020 10:54:00 AM,3/22/2020 11:29:00 AM,35,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Birmingham-Shuttlesworth Intl ,BHM,Weedon Field ,EUF,3/22/2020 9:19:00 AM,3/22/2020 9:49:00 AM,30,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Dothan Rgnl ,DHN,Birmingham-Shuttlesworth Intl ,BHM,3/21/2020 6:28:00 PM,3/21/2020 7:05:00 PM,37,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Birmingham-Shuttlesworth Intl ,BHM,Dothan Rgnl ,DHN,3/21/2020 4:24:00 PM,3/21/2020 4:57:00 PM,33,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Auburn-Opelika ,AUO,Birmingham-Shuttlesworth Intl ,BHM,3/21/2020 3:11:00 PM,3/21/2020 3:39:00 PM,28,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Birmingham-Shuttlesworth Intl ,BHM,Auburn-Opelika ,AUO,3/21/2020 1:36:00 PM,3/21/2020 1:56:00 PM,20,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Mobile Downtown ,BFM,Birmingham-Shuttlesworth Intl ,BHM,3/20/2020 7:09:00 AM,3/20/2020 7:51:00 AM,42,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Birmingham-Shuttlesworth Intl ,BHM,Mobile Downtown ,BFM,3/20/2020 3:44:00 AM,3/20/2020 4:28:00 AM,44,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Dothan Rgnl ,DHN,Birmingham-Shuttlesworth Intl ,BHM,3/19/2020 7:44:00 PM,3/19/2020 8:19:00 PM,35,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Birmingham-Shuttlesworth Intl ,BHM,Dothan Rgnl ,DHN,3/19/2020 5:39:00 PM,3/19/2020 6:16:00 PM,37,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Auburn-Opelika ,AUO,Birmingham-Shuttlesworth Intl ,BHM,3/16/2020 10:15:00 PM,3/16/2020 10:40:00 PM,25,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Birmingham-Shuttlesworth Intl ,BHM,Auburn-Opelika ,AUO,3/16/2020 8:33:00 PM,3/16/2020 9:01:00 PM,28,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Destin Executive ,DTS,Birmingham-Shuttlesworth Intl ,BHM,3/14/2020 3:11:00 PM,3/14/2020 3:57:00 PM,46,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Birmingham-Shuttlesworth Intl ,BHM,Destin Executive ,DTS,3/14/2020 12:01:00 PM,3/14/2020 12:40:00 PM,39,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Troy Muni At N Kenneth Campbell Field ,TOI,Birmingham-Shuttlesworth Intl ,BHM,3/13/2020 2:56:00 AM,3/13/2020 3:32:00 AM,36,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Birmingham-Shuttlesworth Intl ,BHM,Troy Muni At N Kenneth Campbell Field ,TOI,3/13/2020 1:18:00 AM,3/13/2020 1:45:00 AM,27,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Enterprise Muni ,EDN,Birmingham-Shuttlesworth Intl ,BHM,3/12/2020 1:10:00 AM,3/12/2020 1:44:00 AM,34,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Birmingham-Shuttlesworth Intl ,BHM,Enterprise Muni ,EDN,3/11/2020 11:21:00 PM,3/11/2020 11:56:00 PM,35,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Mobile Downtown ,BFM,Birmingham-Shuttlesworth Intl ,BHM,3/11/2020 5:01:00 PM,3/11/2020 5:50:00 PM,49,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Birmingham-Shuttlesworth Intl ,BHM,Mobile Downtown ,BFM,3/11/2020 2:13:00 PM,3/11/2020 2:55:00 PM,42,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Eppley Airfield ,OMA,Birmingham-Shuttlesworth Intl ,BHM,3/9/2020 3:19:00 PM,3/9/2020 5:08:00 PM,109,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Hawkins Field ,HKS,Eppley Airfield ,OMA,3/9/2020 11:48:00 AM,3/9/2020 1:39:00 PM,111,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Birmingham-Shuttlesworth Intl ,BHM,Hawkins Field ,HKS,3/9/2020 9:38:00 AM,3/9/2020 10:22:00 AM,44,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Birmingham-Shuttlesworth Intl ,BHM,Birmingham-Shuttlesworth Intl ,BHM,3/6/2020 12:04:00 PM,3/6/2020 1:41:00 PM,97,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Birmingham-Shuttlesworth Intl ,BHM,Birmingham-Shuttlesworth Intl ,BHM,3/5/2020 2:52:00 PM,3/5/2020 4:00:00 PM,68,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Birmingham-Shuttlesworth Intl ,BHM,Birmingham-Shuttlesworth Intl ,BHM,3/4/2020 4:18:00 PM,3/4/2020 5:17:00 PM,59,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Jackson-Medgar Wiley Evers Intl ,JAN,Birmingham-Shuttlesworth Intl ,BHM,3/2/2020 10:38:00 PM,3/2/2020 11:22:00 PM,44,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Hawkins Field ,HKS,Jackson-Medgar Wiley Evers Intl ,JAN,3/2/2020 12:07:00 PM,3/2/2020 1:09:00 PM,62,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Hawkins Field ,HKS,Eppley Airfield ,OMA,3/2/2020 12:07:00 PM,3/2/2020 12:07:00 PM,0,True,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Birmingham-Shuttlesworth Intl ,BHM,Hawkins Field ,HKS,3/2/2020 9:36:00 AM,3/2/2020 10:23:00 AM,47,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Dothan Rgnl ,DHN,Birmingham-Shuttlesworth Intl ,BHM,2/29/2020 5:22:00 PM,2/29/2020 6:01:00 PM,39,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Birmingham-Shuttlesworth Intl ,BHM,Dothan Rgnl ,DHN,2/29/2020 2:06:00 PM,2/29/2020 2:38:00 PM,32,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Dothan Rgnl ,DHN,Birmingham-Shuttlesworth Intl ,BHM,2/28/2020 5:13:00 AM,2/28/2020 5:51:00 AM,38,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Birmingham-Shuttlesworth Intl ,BHM,Dothan Rgnl ,DHN,2/28/2020 3:04:00 AM,2/28/2020 3:37:00 AM,33,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Dothan Rgnl ,DHN,Birmingham-Shuttlesworth Intl ,BHM,2/28/2020 12:58:00 AM,2/28/2020 1:36:00 AM,38,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Birmingham-Shuttlesworth Intl ,BHM,Dothan Rgnl ,DHN,2/27/2020 10:40:00 PM,2/27/2020 11:09:00 PM,29,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Roscoe Turner ,CRX,Birmingham-Shuttlesworth Intl ,BHM,2/27/2020 9:32:00 PM,2/27/2020 10:04:00 PM,32,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Birmingham-Shuttlesworth Intl ,BHM,Roscoe Turner ,CRX,2/27/2020 4:50:00 PM,2/27/2020 5:26:00 PM,36,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Dothan Rgnl ,DHN,Birmingham-Shuttlesworth Intl ,BHM,2/25/2020 1:56:00 PM,2/25/2020 2:32:00 PM,36,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Birmingham-Shuttlesworth Intl ,BHM,Dothan Rgnl ,DHN,2/25/2020 11:53:00 AM,2/25/2020 12:32:00 PM,39,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Dothan Rgnl ,DHN,Birmingham-Shuttlesworth Intl ,BHM,2/25/2020 1:17:00 AM,2/25/2020 1:59:00 AM,42,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Birmingham-Shuttlesworth Intl ,BHM,Dothan Rgnl ,DHN,2/24/2020 10:50:00 PM,2/24/2020 11:22:00 PM,32,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Eppley Airfield ,OMA,Birmingham-Shuttlesworth Intl ,BHM,2/24/2020 5:24:00 PM,2/24/2020 7:12:00 PM,108,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Jackson-Medgar Wiley Evers Intl ,JAN,Eppley Airfield ,OMA,2/24/2020 2:01:00 PM,2/24/2020 3:49:00 PM,108,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Birmingham-Shuttlesworth Intl ,BHM,Jackson-Medgar Wiley Evers Intl ,JAN,2/24/2020 11:14:00 AM,2/24/2020 12:02:00 PM,48,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Destin Executive ,DTS,Birmingham-Shuttlesworth Intl ,BHM,2/21/2020 11:34:00 PM,2/22/2020 12:17:00 AM,43,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Birmingham-Shuttlesworth Intl ,BHM,Destin Executive ,DTS,2/21/2020 8:42:00 PM,2/21/2020 9:22:00 PM,40,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Barkley Rgnl ,PAH,Birmingham-Shuttlesworth Intl ,BHM,2/21/2020 12:16:00 PM,2/21/2020 1:02:00 PM,46,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Birmingham-Shuttlesworth Intl ,BHM,Barkley Rgnl ,PAH,2/21/2020 8:58:00 AM,2/21/2020 9:47:00 AM,49,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Auburn-Opelika ,AUO,Birmingham-Shuttlesworth Intl ,BHM,2/20/2020 1:36:00 PM,2/20/2020 2:05:00 PM,29,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Birmingham-Shuttlesworth Intl ,BHM,Auburn-Opelika ,AUO,2/20/2020 11:31:00 AM,2/20/2020 11:59:00 AM,28,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Dothan Rgnl ,DHN,Birmingham-Shuttlesworth Intl ,BHM,2/19/2020 4:51:00 PM,2/19/2020 5:28:00 PM,37,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Birmingham-Shuttlesworth Intl ,BHM,Dothan Rgnl ,DHN,2/19/2020 2:38:00 PM,2/19/2020 3:13:00 PM,35,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Destin Executive ,DTS,Birmingham-Shuttlesworth Intl ,BHM,2/19/2020 12:09:00 PM,2/19/2020 12:54:00 PM,45,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Birmingham-Shuttlesworth Intl ,BHM,Destin Executive ,DTS,2/19/2020 9:33:00 AM,2/19/2020 10:16:00 AM,43,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Birmingham-Shuttlesworth Intl ,BHM,Birmingham-Shuttlesworth Intl ,BHM,2/18/2020 7:17:00 PM,2/18/2020 9:01:00 PM,104,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Birmingham-Shuttlesworth Intl ,BHM,Destin Executive ,DTS,2/18/2020 7:17:00 PM,2/18/2020 7:17:00 PM,0,True,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Auburn-Opelika ,AUO,Birmingham-Shuttlesworth Intl ,BHM,2/17/2020 5:06:00 AM,2/17/2020 5:31:00 AM,25,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
N10UH,Birmingham-Shuttlesworth Intl ,BHM,Auburn-Opelika ,AUO,2/17/2020 3:15:00 AM,2/17/2020 3:42:00 AM,27,False,UNIVERSITY OF ALABAMA BOARD OF TRUSTEES,CESSNA,550,Alabama,False
